en,vi
"N Engl J Med 361: 1045 - 1057, 2009. doi: 10.1056/NEJMoa0904327 Key Points Unstable angina, NSTEMI, and STEMI represent worsening degrees of myocardial ischemia and necrosis; the distinctions help differentiate prognosis and guide treatment.","Những điểm chính Đau thắt không ổn định, nhồi máu cơ tim ST không chênh, và nhồi máu cơ tim có ST chênh lên thể hiện mức độ thiếu máu cơ tim và hoại tử cơ tim xấu đi; sự khác biệt giúp phân biệt tiên lượng và hướng dẫn điều trị."
"Immediate medical treatment depends on the specific syndrome and patient characteristics but typically involves antiplatelet drugs, anticoagulants, beta-blockers, and nitrates as needed (eg, for chest pain, hypertension, pulmonary edema), and a statin to improve prognosis.","Việc điều trị y tế ngay lập tức phụ thuộc vào hội chứng đặc hiệu và đặc điểm của bệnh nhân mà thường liên quan đến thuốc chống ngưng tập tiểu cầu, thuốc chống đông máu, thuốc chẹn beta và nitrat khi cần thiết (ví dụ: đau ngực, cao huyết áp, phù phổi) và statin để cải thiện tiên lượng."
"For unstable angina and NSTEMI, do angiography within 24 to 48 hours of hospitalization to identify coronary lesions requiring PCI or CABG; fibrinolysis is not helpful.","Đối với đau thắt ngực không ổn định và NSTEMI, chụp mạch vành trong vòng 24 đến 48 giờ sau khi nhập viện để xác định tổn thương mạch vành cần PCI hoặc CABG; tiêu sợi huyết không có tác dụng."
"For STEMI, do emergency PCI when door to balloon-inflation time is < 90 minutes; do fibrinolysis if such timely PCI is not available.","Đối với STEMI, làm PCI cấp cứu khi thời gian bơm phồng bóng < 90 phút; làm tiêu sợi huyết nếu không có PCI kịp thời."
"Etiology of Acute Coronary Syndromes The most common cause of acute coronary syndromes is An acute thrombus in an atherosclerotic coronary artery Atheromatous plaque sometimes becomes unstable or inflamed, causing it to rupture or split, exposing thrombogenic material, which activates platelets and the coagulation cascade and produces an acute thrombus.","Căn nguyên của hội chứng mạch vành cấp tính Các nguyên nhân phổ biến nhất của hội chứng mạch vành cấp tính là Một huyết khối trầm trọng trong động mạch vành động mạch do xơ vữa Mảng xơ vữa có thể không ổn định hoặc bị viêm, gây vỡ hoặc phân chia, phơi nhiễm các nguyên tố gây ra huyết khối, kích hoạt tiểu cầu và tụ cầu đông máu và tạo ra huyết khối."
"Following recovery, initiate or continue aspirin and other antiplatelet drugs, beta-blockers, ACE inhibitors, and statins in most cases unless contraindicated.","Sau khi hồi phục, bắt đầu hoặc tiếp tục dùng aspirin và các thuốc chống tiểu cầu khác, thuốc chẹn beta, thuốc ức chế ACE và statin trong hầu hết các trường hợp trừ khi không được chống chỉ định."
"Platelet activation involves a conformational change in membrane glycoprotein (GP) IIb / IIIa receptors, allowing cross-linking (and thus aggregation) of platelets.","Sự kích hoạt tiểu cầu liên quan đến sự thay đổi cấu trúc trong thụ thể glycoprotein màng (GP) IIb / IIIa, cho phép liên kết chéo (và do đó kết hợp) các tiểu cầu."
"Even atheromas causing minimal obstruction can rupture and result in thrombosis; in > 50% of cases, pre-event stenosis is < 40%.","Ngay cả các mảng xơ vữa gây tắc nghẽn tối thiểu có thể vỡ và kết quả tạp huyết khối; trong > 50% trường hợp, hẹp trước khi xảy ra sự kiện là < 40%."
"Thus, although the severity of stenosis helps predict symptoms, it does not always predict acute thrombotic events.","Do đó, mặc dù mức độ nghiêm trọng của hẹp giúp dự đoán các triệu chứng, nhưng nó không phải lúc nào cũng dự đoán các hiện tượng huyết khối."
The resultant thrombus abruptly interferes with blood flow to parts of the myocardium.,Các huyết khối kết quả đột ngột can thiệp vào dòng máu đến các phần của cơ tim.
"Spontaneous thrombolysis occurs in about two thirds of patients; 24 hours later, thrombotic obstruction is found in only about 30%.","Tan huyết khối tự phát xảy ra ở khoảng 2/3 bệnh nhân; 24 giờ sau đó, tắc nghẽn do huyết khối được phát hiện trong khoảng 30%."
"Rarer causes of acute coronary syndromes are Coronary artery embolism Coronary spasm Spontaneous coronary artery dissection Coronary arterial embolism can occur in mitral stenosis, aortic stenosis, infective endocarditis, marantic endocarditis, or atrial fibrillation.","Nguyên nhân hiếm gặp hơn của các hội chứng mạch vành cấp tính là Nghẽn động mạch vành Co thắt mạch vành Bóc tách thành động mạch vành tự phát Thuyên tắc động mạch vành có thể xảy ra trong hẹp van hai lá, hẹp động mạch chủ, viêm nội tâm mạc nhiễm trùng, viêm nội tâm mạc mạn tính hoặc rung nhĩ."
Cocaine use and other causes of coronary spasm can sometimes result in myocardial infarction.,Sử dụng cocaine và các nguyên nhân khác của co thắt mạch vành đôi khi có thể dẫn đến nhồi máu cơ tim.
Spasm-induced MI may occur in normal or atherosclerotic coronary arteries.,MI nhồi do cặn bã có thể xảy ra ở các động mạch vành động mạch vành bình thường hoặc xơ vữa động mạch.
Spontaneous coronary artery dissection is a non-traumatic tear in the coronary intima with creation of a false lumen.,Bóc tách thành động mạch vành tự phát là một vết rách không do chấn thương ở lớp nội mạc mạch vành kèm theo quá trình tạo ra một lòng mạch giả.
Myocardial infarction in the absence of coronary artery disease (MINOCA) Myocardial infarction in the absence of obstructive coronary artery disease (MINOCA) is found in about 5% to 6% of patients with acute MI who undergo coronary angiography (1).,Nhồi máu cơ tim không có bệnh động mạch vành (MINOCA) Đã thấy nhồi máu cơ tim trong trường hợp không có bệnh động mạch vành tắc nghẽn (MINOCA) ở khoảng 5% đến 6% số bệnh nhân bị nhồi máu cơ tim cấp tính được chụp động mạch vành (1).
"Patients with MINOCA tend to be younger, women, and without dyslipidemia, and they have myocardial necrosis without significant coronary atherosclerosis.","Bệnh nhân MINOCA có xu hướng trẻ hơn, là phụ nữ và không bị rối loạn lipid máu và họ bị hoại tử cơ tim mà không có xơ vữa động mạch vành nghiêm trọng."
"Measurement of newer, more sensitive markers indicates that some cell necrosis probably occurs even in mild forms; thus, ischemic events occur on a continuum, and classification into subgroups, although useful, is somewhat arbitrary.","Đo lường các dấu hiệu mới hơn, nhạy hơn cho thấy một số hoại tử tế bào có thể xảy ra ngay cả ở dạng nhẹ; do đó, các sự kiện thiếu máu xảy ra liên tục, và phân loại thành các phân nhóm, mặc dù hữu ích, là hơi tuỳ tiện."
"Myocardial dysfunction Ischemic (but not infarcted) tissue has impaired contractility and relaxation, resulting in hypokinetic or akinetic segments; these segments may expand or bulge during systole (called paradoxical motion).","Rối loạn chức năng cơ tim Các mô thiếu máu (nhưng không gây nhồi máu) đã làm giảm sự co bóp và giãn nở, kết quả là giảm hoặc không vận động vùng cơ tim mạch máu đó chi phổi, những vùng cơ tim giãn nở ra hoặc phình ra trong thì tâm thu (được gọi là vận động nghịch thường)."
"The size of the affected area determines effects, which range from minimal to mild heart failure to cardiogenic shock; usually, large parts of myocardium must be ischemic to cause significant myocardial dysfunction.","Kích thước của vùng cơ tim bị ảnh hưởng xác định đến mức độ nặng từ nhỏ nhất đến nhẹ mức độ tim suy đến sốc do tim; thông thường, phần lớn cơ tim phải là thiếu máu cục bộ gây ra rối loạn chức năng cơ tim nghiêm trọng."
Some degree of heart failure occurs in about two thirds of hospitalized patients with acute myocardial infarction.,Một số mức độ suy tim xảy ra ở khoảng 2/3 bệnh nhân nhập viện với nhồi máu cơ tim cấp tính.
Ischemia involving the papillary muscle may lead to mitral valve regurgitation.,Việc thiếu máu cục bộ liên quan tới phần cơ nhú sẽ dẫn tới hở van hai lá.
Dysfunctional wall motion can allow mural thrombus formation.,Sự chuyển động nghịch thường của thành cơ tim có thể tạo nên huyết khối trong buồng tim.
"Infarcted tissue is permanently dysfunctional; however, there is a zone of potentially reversible ischemia adjacent to infarcted tissue.","Mô nhồi máu vĩnh viễn không hoạt động; tuy nhiên, có một vùng thiếu máu tiềm ẩn có thể đảo ngược được bên cạnh mô nhồi máu."
"MI affects predominantly the left ventricle (LV), but damage may extend into the right ventricle (RV) or the atria.","Nhồi máu cơ tim ảnh hưởng chủ yếu đến tâm thất trái (LV), nhưng tổn thương có thể lan tới tâm thất phải (RV) hoặc tâm nhĩ."
Nontransmural (subendocardial): Nontransmural infarcts do not extend through the ventricular wall and cause only ST-segment and T-wave (ST-T) abnormalities.,Không xuyên thành (nhồi máu dưới nội mạc): Nhồi máu không xuyên thành không lan rộng qua thành thất và chỉ gây ra những bất thường ở đoạn ST và sóng T (ST-T).
"Necrosis of a significant portion of the interventricular septum or ventricular wall may rupture, with dire consequences.","Hoại tử của một phần đáng kể của vách ngăn liên thất hoặc cơ thành thất có thể vỡ, với hậu quả thảm khốc."
A ventricular aneurysm or pseudoaneurysm may form.,Phình tâm thất hoặc giả phình cơ tim có thể hình thành sau nhồi máu cơ tim cấp.
Electrical dysfunction Electrical dysfunction can be significant in any form of acute coronary syndrome.,Rối loạn điện giải Sự rối loạn chức năng điện có thể có ý nghĩa ở bất kỳ dạng nào của bệnh nhân hội chứng vành cấp.
"Ischemic and necrotic cells are incapable of normal electrical activity, resulting in various ECG changes (predominantly ST-T abnormalities), arrhythmias, and conduction disturbances.","Tế bào thiếu máu và hoại tử không có khả năng hoạt động điện bình thường, dẫn đến những thay đổi ECG khác nhau (chủ yếu là những bất thường của ST-T), rối loạn nhịp và rối loạn dẫn truyền."
"ST-T abnormalities of ischemia include ST-segment depression (often downsloping from the J point), T-wave inversion, ST-segment elevation (often referred to as injury current), and peaked T waves in the hyperacute phase of infarction.","Các đột biến ST-T của thiếu máu bao gồm sự chênh xuống của đoạn ST (thường giảm dần từ điểm J), đảo ngược T, chệnh lên đoạn ST (thường gọi là hiện tượng chấn thương) và các đợt sóng T đỉnh khổng lồ trong những pha cấp của nhồi máu."
"Conduction disturbances can reflect damage to the sinus node, the atrioventricular (AV) node, or specialized conduction tissues.","Các rối loạn dẫn truyền có thể phản ánh tổn thưởng đến nút xoang, nút nhĩ thất (AV), hoặc các mô dẫn chuyên biệt."
Symptoms and Signs of Acute Coronary Syndromes Symptoms of acute coronary syndromes depend somewhat on the extent and location of obstruction and are quite variable.,Các triệu chứng và dấu hiệu của hội chứng mạch vành cấp tính Các triệu chứng của hội chứng vành cấp phụ thuộc phần nào vào mức độ và vị trí của tắc nghẽn và khá biến thiên.
"Painful stimuli from thoracic organs, including the heart, can cause discomfort described as pressure, tearing, gas with the urge to eructate, indigestion, burning, aching, stabbing, and sometimes sharp needle-like pain.","Các kích thích đau từ các cơ quan trong lồng ngực, bao gồm cả tim, có thể gây khó chịu khi bị áp lực, rách, khó tiêu, đốt, đau, đâm, và đôi khi đau nhức kim."
"Many patients deny they are having pain and insist it is merely ""discomfort."" Except when infarction is massive, recognizing the amount of ischemia by symptoms alone is difficult.","Nhiều bệnh nhân phủ nhận họ đang đau và nhấn mạnh rằng nó chỉ là ""khó chịu"". Trừ khi là nhồi máu lớn, thì việc nhận ra mức độ thiếu máu do các triệu chứng một mình là khó khăn."
Symptoms of ACS are similar to those of angina and are discussed in more detail in sections on unstable angina and acute myocardial infarction.,Các triệu chứng của ACS tương tự như các cơn đau thắt ngực và được thảo luận chi tiết hơn trong các phần trên đau thắt ngực không ổn định và nhồi máu cơ tim cấp tính.
"They usually involve Electrical dysfunction (eg, conduction defects, arrhythmias) Myocardial dysfunction (eg, heart failure, interventricular septum or free wall rupture, ventricular aneurysm, pseudoaneurysm, mural thrombus formation, cardiogenic shock) Valvular dysfunction (typically mitral regurgitation) Electrical dysfunction can be significant in any form of ACS, but usually, large parts of myocardium must be ischemic to cause significant myocardial dysfunction.","Chúng thường liên quan Rối loạn chức năng điện học (ví dụ, khiếm khuyết dẫn truyền, loạn nhịp tim) Rối loạn chức năng của tim (ví dụ, suy tim, thủng vách ngăn liên thất hoặc vỡ thành tự do, phình tâm thất, giả phình thành thất, sự hình thành huyết khối trong buồng tim, sốc do tim) Rối loạn chức năng van tim (điển hình là hở van hai lá) Sự rối loạn chức năng điện có thể có ý nghĩa ở bất kỳ dạng nào của ACS, nhưng thường, phần lớn cơ tim phải bị thiếu máu cục bộ để gây rối loạn chức năng cơ tim nghiêm trọng."
"Pericarditis that occurs 2 to 10 weeks after an MI is known as post-MI syndrome, or Dressler syndrome.",Viêm màng ngoài tim xảy ra từ 2 đến 10 tuần sau khi một triệu chứng được gọi là hội chứng sau nhồi máu cơ tim hoặc Hội chứng Dressler.
"Diagnosis of Acute Coronary Syndromes Serial ECGs Serial cardiac markers Immediate coronary angiography for patients with STEMI or complications (eg, persistent chest pain, hypotension, markedly elevated cardiac markers, unstable arrhythmias) Delayed angiography (24 to 48 hours) for patients with NSTEMI or unstable angina without complications noted above Acute coronary syndromes should be considered in men, usually > 30 years, and women usually > 40 years (younger in patients with diabetes), whose main symptom is chest pain or discomfort.","Chẩn đoán hội chứng mạch vành cấp tính ECG nối tiếp Các marker men tim nối tiếp nhau Chụp động mạch vành ngay lập tức cho bệnh nhân STEMI hoặc có biến chứng (ví dụ, đau ngực dai dẳng, hạ huyết áp, men tim tăng rõ rệt, loạn nhịp không ổn định) Chụp động mạch trì hoãn (24 đến 48 giờ) cho bệnh nhân bị NSTEMI hoặc đau thắt ngực không ổn định mà không có biến chứng ghi nhận ở trên Hội chứng mạch vành cấp tính nên được xem xét ở nam giới, thường > 30 tuổi và nữ giới thường > 40 tuổi (trẻ hơn ở bệnh nhân đái tháo đường), có triệu chứng chính là đau hoặc cảm giác khó chịu ở ngực."
"Pain must be differentiated from the pain of disorders such as pneumonia, pulmonary embolism, pericarditis, rib fracture, costochondral separation, esophageal spasm, acute aortic dissection, renal calculus, splenic infarction, or various abdominal disorders.","Đau phải được phân biệt với đau ngực do các rối loạn như là viêm phổi, thuyên tắc mạch phổi, viêm màng ngoài tim, gãy xương sườn, tách sụn sườn, co thắt thực quản, hội bóc tách động mạch chủ cấp, sỏi thận, nhồi máu lách hoặc các rối loạn ở bụng."
"In patients with previously diagnosed hiatus hernia, peptic ulcer, or a gallbladder disorder, the clinician must be wary of attributing new symptoms to these disorders.","Ở những bệnh nhân được chẩn đoán bị thoát vị hoành gián đoạn, loét dạ dày hoặc rối loạn mật túi mật, bác sĩ lâm sàng phải cảnh giác với các triệu chứng mới cho những rối loạn này."
"The approach is the same when any ACS is suspected: initial and serial ECG and serial cardiac marker measurements, which distinguish among unstable angina, NSTEMI, and STEMI.","Phương pháp tiếp cận cũng giống như khi nghi ngờ bất kỳ HCVC: ECG ban đầu và nối tiếp và các xét nghiệm đo men tim nối tiếp, phân biệt giữa đau thắt ngực không ổn định, NSTEMI và STEMI."
Every emergency department should have a triage system to immediately identify patients with chest pain for rapid assessment and ECG.,Mỗi khoa cấp cứu phải có một hệ thống phân loại để xác định ngay bệnh nhân đau ngực để đánh giá nhanh và làm điện tâm đồ.
"Pulse oximetry and chest x-ray (particularly to look for mediastinal widening, which suggests aortic dissection) is also done.","Đo độ bão hoà oxy và chụp X-quang ngực (đặc biệt là để tìm mở rộng trung thất, để tim tách động mạch chủ) cũng được thực hiện."
"Consequences depend on degree and location of obstruction and range from unstable angina to non-ST-segment elevation myocardial infarction (NSTEMI), ST-segment elevation myocardial infarction (STEMI), and sudden cardiac death.","Hậu quả phụ thuộc vào mức độ và vị trí của tắc nghẽn và bao gồm từ chứng đau thắt ngực không ổn định đến nhồi máu cơ tim ST không chênh (NSTEMI), nhồi máu cơ tim cấp ST chênh lên (STEMI) và tử vong đột ngột do tim."
It is the center of the decision pathway because fibrinolytics benefit patients with STEMI but may increase risk for those with NSTEMI.,Điện tâm đồ là yếu tố quan trọng nhất để quyết định sử dụng tiêu sợi huyết cho bệnh nhân mắc STEMI nhưng có thể làm tăng nguy cơ cho những bệnh nhân có NSTEMI.
"Also, urgent cardiac catheterization is indicated for patients with acute STEMI but not for those with NSTEMI.","Ngoài ra, chụp động mạch vành khẩn cấp được chỉ định cho bệnh nhân STEMI cấp tính nhưng không cho những bệnh nhân bị NSTEMI."
"For STEMI, initial ECG is usually diagnostic, showing ST-segment elevation ≥ 1 mm in 2 or more contiguous leads subtending the damaged area (see figure Acute lateral left ventricular infarction).","Đối với STEMI, ECG ban đầu thường là chẩn đoán, thể hiện độ cao đoạn ST ≥ 1mm trong 2 hoặc nhiều hơn các chuyển đạo liền nhau để định các khu vực bị tổn thương (xem hình Nhồi máu cấp tính thành bên thất trái cấp tính)."
"If symptoms are characteristic, ST-segment elevation on ECG has a specificity of 90% and a sensitivity of 45% for diagnosing MI.","Nếu triệu chứng là đặc trưng, độ cao đoạn ST trên ECG có độ đặc hiệu 90% và độ nhạy 45% khi chẩn đoán nhồi máu cơ tim."
"Serial tracings (obtained every 8 hours for 1 day, then daily) showing a gradual evolution toward a stable, more normal pattern or development of abnormal Q waves over a few days (see figure Inferior (diaphragmatic) left ventricular infarction) tends to confirm the diagnosis.","Theo dõi bệnh nhân (thu được mỗi 8 giờ trong 1 ngày, sau đó mỗi ngày) thể hiện sự tiến triển dần theo hướng ổn định, mô hình bình thường hoặc phát triển sóng Q bất thường trong một vài ngày (xem hình Nhồi máu cơ tim thành cưới thất trái (cơ hoành)) có khuynh hướng xác nhận chẩn đoán."
"Symptoms are similar in each of these syndromes (except sudden death) and include chest discomfort with or without dyspnea, nausea, and diaphoresis.","Các triệu chứng tương tự nhau trong mỗi hội chứng này (trừ trường hợp tử vong đột ngột) và bao gồm khó chịu ở ngực có hoặc không khó thở, buồn nôn, và mồ hôi."
"Because nontransmural (non-Q wave) infarcts are usually in the subendocardial or midmyocardial layers, they do not produce diagnostic Q waves or distinct ST-segment elevation on the ECG.","Do nhồi máu không xuyên thành (không sóng Q) thường dưới nội tâm mạc hoặc tổn thương vào lớp mỏng cơ tim, chúng không tạo ra sóng Q hoải tử để chẩn đoán hoặc đoạn ST chênh lên trên điên tâm đồ."
"Instead, they commonly produce only varying degrees of ST-T abnormalities that are less striking, variable, or nonspecific and sometimes difficult to interpret (NSTEMI).","Thay vào đó, chúng thường chỉ tạo ra các mức độ bất thường biến đổi ST-T trên điện tâm đồ, hoặc đôi khi là các biến đổi không đặc hiệu làm khó phân biệt và chẩn đoán nhồi máu cơ tim ST không chênh."
"If such abnormalities resolve (or worsen) on repeat ECGs, ischemia is very likely.","Nếu các bất thường như vậy thoái lui (hoặc tệ hơn) ở các ECG lặp lại, thì rất có khả năng là thiếu máu."
"However, when repeat ECGs are unchanged, acute MI is unlikely and, if still suspected clinically, requires other evidence to make the diagnosis.","Tuy nhiên, khi lặp đi lặp lại các mà ECG không thay đổi, nhồi máu cơ tim cấp tính ít có khả năng, nếu vẫn nghi ngờ lâm sàng, đòi hỏi bằng chứng khác để chẩn đoán."
"A normal ECG taken when a patient is pain free does not rule out unstable angina; a normal ECG taken during pain, although it does not rule out angina, suggests that the pain is not ischemic.","Một ECG bình thường được thực hiện khi một bệnh nhân không đau ngực không loại trừ đau thắt ngực không ổn định; một ECG bình thường trong đau, mặc dù nó không loại trừ chứng đau thắt ngực, cho thấy rằng cơn đau không phải là thiếu máu cục bộ."
"If right ventricular (RV) infarction is suspected, a 15-lead ECG is usually recorded; additional leads are placed at V4R, and, to detect posterior infarction, V8 and V9.","Nếu nghi ngờ nhồi máu thất phải (RV), một ECG 15 đạo trình thường được ghi nhận; thêm các chuyển đạo được đặt tại V4R, và, để phát hiện nhồi máu sau, V8 và V 9."
ECG diagnosis of myocardial infarction is more difficult when a left bundle branch block configuration is present because the ECG changes resemble changes due to STEMI (see figure Left bundle branch block).,Điện tâm đồ để chẩn đoán nhồi máu cơ tim rất khó khăn khi có block nhánh trái vì các thay đổi trên điện tâm đồ giống với các thay đổi do STEMI (xem hình Block nhánh trái).
"Left bundle branch block Cardiac markers Cardiac markers (serum markers of myocardial cell injury) are Cardiac enzymes (eg, CK-MB [creatine kinase MB isoenzyme]) Cell contents (eg, troponin I, troponin T, myoglobin) These markers are released into the bloodstream after myocardial cell necrosis.","Block nhánh trái Các marker men tim Các marker men tim (dấu hiệu huyết thanh của tổn thương tế bào cơ tim) là Các men tim (ví dụ, CK-MB [creatine kinase MB isoenzyme]) Trong tế bào cơ tim (ví dụ, troponin I, troponin T, myoglobin) Các marker này được phóng thích vào máu sau khi hoại tử tế bào cơ tim."
Some have predominately peripheral involvement.,Một số có tổn thương chủ yếu khớp ngoại vi.
"Systemic corticosteroids, immunosuppressants, and most disease-modifying antirheumatic drugs (DMARDs) have no proven benefit in axial spondyloarthritides and should generally not be used.","Corticosteroid toàn thân, thuốc ức chế miễn dịch, và hầu hết các loại thuốc chống thấp khớp (DMARD) không có lợi ích rõ ràng ở viêm cột sống theo trục và thường không được sử dụng."
"For proper posture and joint motion, daily exercise and other supportive measures (eg, postural training, therapeutic exercise) are vital to strengthen muscle groups that oppose the direction of potential deformities (ie, the extensor rather than flexor muscles).","Để có tư thế và tầm vận động hợp lý, tập thể dục hàng ngày và các biện pháp hỗ trợ khác (ví dụ như tập tư thế, tập thể dục) là yếu tố quan trọng để tăng cường các nhóm cơ chống lại nguy cơ biến dạng (ví dụ các cơ duỗi hơn là cơ co)."
Reading while lying prone and pushing up on the elbows or pillows and thus extending the back may help keep the back flexible.,Việc đọc sách ở tư thế nằm ngửa và chống đẩy bằng khuỷu tay hoặc trên gối giúp duỗi lưng có thể giúp giữ lưng linh hoạt.
"Because chest wall motion can be restricted, which impairs lung function, cigarette smoking, which also impairs lung function, is strongly discouraged.","Do có thể hạn chế độ giãn lồng ngực, làm giảm chức năng phổi, hút thuốc, cũng làm suy yếu chức năng phổi, cần được khuyến cáo mạnh không sử dụng."
"Intra-articular depot corticosteroids may be beneficial, particularly when one or two peripheral joints are more severely inflamed than others, thereby compromising exercise and rehabilitation.","Corticosteroid trong tiêm nội khớp có thể có lợi, đặc biệt khi một hoặc hai khớp ngoại vi nặng làm ảnh hưởng các bài tập và phục hồi chức năng."
They may also help if systemic drugs are ineffective.,Thuốc cũng có tác dụng nếu thuốc dùng đường toàn thân không có hiệu quả.
Imaging-guided corticosteroid injections into the sacroiliac joints may occasionally help severe sacroiliitis.,Tiêm corticosteroid khớp cùng chậu dưới hướng dẫn của các phương tiện chẩn đoán hình ảnh đôi khi có chỉ định ở các trường hợp viêm nặng.
"For acute uveitis, topical corticosteroids and mydriatics are usually adequate.","Đối với viêm màng bồ đào cấp, điều trị bằng corticosteroid tại chỗ và thuốc giãn đồng tử thường là đủ."
"If severe hip arthritis develops, total hip arthroplasty may lessen pain and improve flexibility dramatically.","Nếu viêm khớp háng nặng, thay khớp toàn bộ có thể làm giảm đau và tăng nhiều khả năng vận động."
"Key Points Ankylosing spondylitis is a systemic disorder that affects axial and peripheral joints and can cause constitutional symptoms, cardiac symptoms, and anterior uveitis.","Những điểm chính Viêm cột sống dính khớp là một bệnh lý hệ thống ảnh hưởng đến khớp và có thể gây ra các triệu chứng toàn thân, các triệu chứng tim và viêm màng bồ đào."
"Among those with axial involvement, some have no evidence of sacroiliitis on plain x-rays.","Trong số những bệnh nhân có tổn thương cột sống, một số không có bằng chứng về viêm khớp cùng chậu trên phim X-quang."
Initial manifestation is usually inflammatory back pain and stiffness sometimes along with peripheral joint symptoms and / or anterior uveitis.,Biểu hiện ban đầu thường là đau lưng kiểu viêm và cứng lưng đôi khi cùng với các triệu chứng khớp ngoại vi và / hoặc viêm màng bồ đào trước.
"Diagnose based on the results of lumbosacral spine imaging, sacroiliac joint imaging, pelvic MRI, blood tests (erythrocyte sedimentation rate, C-reactive protein, and complete blood count), and / or explicit clinical criteria.","Chẩn đoán dựa trên kết quả chụp cột sống thắt lưng cùng, chụp khớp cùng chậu, chụp cộng hưởng từ vùng chậu, xét nghiệm máu (tốc độ máu lắng, protein phản ứng C và công thức máu) và / hoặc tiêu chuẩn lâm sàng rõ ràng."
Use nonsteroidal anti-inflammatory drugs to help reduce symptom severity and improve function.,Sử dụng NSAID để giúp làm giảm triệu chứng và cải thiện chức năng.
"Use sulfasalazine, methotrexate, tumor necrosis factor (TNF) - alpha antagonists, or interleukin-17 (IL-17) antagonists to relieve joint symptoms.","Sử dụng sulfasalazine, methotrexate, chất kháng yếu tố hoại tử u (TNF) - alpha, hoặc thuốc kháng interleukin-17 (IL-17) để làm giảm các triệu chứng khớp."
"Thus, some experts have classified ankylosing spondylitis as follows: Axial ankylosing spondylitis: Has predominantly axial involvement and findings typical of bilateral sacroiliitis on imaging Nonradiographic ankylosing spondylitis: Clinically similar to axial ankylosing spondylitis but without findings typical of sacroiliitis on imaging Peripheral ankylosing spondylitis: Ankylosing spondylitis with predominantly peripheral involvement Symptoms and Signs of Ankylosing Spondylitis The most frequent manifestation of ankylosing spondylitis is inflammatory back pain, but disease can begin in peripheral joints, especially in children and women, and rarely with acute iridocyclitis (iritis, anterior uveitis).","Như vậy, một số chuyên gia đã phân loại viêm cột sống dính khớp như sau: Viêm cột sống dính khớp thể trục: Chủ yếu thương tổn trục và các dấu hiệu điển hình của viêm khớp cùng chậu hai bên trên chẩn đoán hình ảnh Viêm cột sống dính khớp không có tổn thương X-quang: Lâm sàng tương tự như viêm cột sống dính khớp trục nhưng không có dấu hiệu điển hình của viêm khớp cùng chậu trên chẩn đoán hình ảnh Viêm cột sống dính khớp thể ngoại vi: Viêm cột sống dính khớp có tổn thương chủ yếu khớp ngoại vi Các triệu chứng và dấu hiệu của bệnh viêm cột sống dính khớp Biểu hiện thường gặp nhất của viêm cột sống dính khớp là đau lưng do viêm, nhưng bệnh có thể bắt đầu ở các khớp ngoại vi, đặc biệt là ở trẻ em và phụ nữ và hiếm khi bị viêm mống mắt-thể mi cấp tính (viêm mống mắt, viêm màng bồ đào trước)."
"Other early symptoms and signs are diminished chest expansion from diffuse costovertebral involvement, and occasionally fatigue, anorexia, weight loss, and anemia.","Các triệu chứng và dấu hiệu ban đầu khác là mức giãn nở lồng ngực giảm dần do thương tổn sườn-đốt sống lan toả và đôi khi mệt mỏi, chán ăn, sụt cân và thiếu máu."
Back pain—often nocturnal and of varying intensity—eventually becomes recurrent.,Đau lưng – thường về đêm và có cường độ thay đổi – sau cùng tái đi tái lại.
"Morning stiffness, typically relieved by activity, and paraspinal muscle spasm develop.","Cứng khớp buổi sáng, thường giảm khi vận động, và co cứng cơ cạnh sống."
"A flexed or bent-over posture eases back pain and paraspinal muscle spasm; thus, kyphosis is common in untreated patients.","Tư thế gù, gập về phía trước giúp giảm đau và giảm co cứng cơ; do đó, gù phổ biến ở những bệnh nhân không được điều trị."
Severe hip and shoulder arthritis can eventually develop and usually has a poor prognosis.,Viêm khớp háng và viêm khớp vai nặng cuối cùng có thể phát sinh và thường có tiên lượng xấu.
"In late stages, the patient has accentuated kyphosis, loss of lumbar lordosis, and fixed bent-forward posturing, with compromised pulmonary function and inability to lie flat.","Trong giai đoạn cuối, bệnh nhân có gù nặng, mất đường cong sinh lý cột sống thắt lưng, và tư thế cúi cố định về phía trước, ảnh hưởng tới chức năng phổi và không nằm được thẳng."
"There may be peripheral potentially deforming joint involvement, sometimes involving isolated digits diffusely (dactylitis).","Có thể có khả năng xảy ra tổn thương biến dạng khớp ngoại vi, đôi khi thương tổn lan toả các ngón đơn độc (viêm ngón)."
Diagnosis requires showing sacroiliitis on imaging Treatment is with nonsteroidal anti-inflammatory drugs and / or tumor necrosis factor antagonists or interleukin-17 (IL-17) antagonists and physical measures that maintain joint flexibility.,Điều trị bằng thuốc chống viêm không steroid và / hoặc thuốc đối kháng yếu tố hoại tử khối u hoặc thuốc đối kháng interleukin-17 (IL-17) và các biện pháp vật lý để duy trì khả năng linh hoạt của khớp.
Achilles and patellar tendinitis can occur.,Có thể có viêm gân achilles và viêm gân bánh chè.
Systemic manifestations of ankylosing spondylitis occur in one third of patients.,Các biểu hiện hệ thống của viêm cột sống dính khớp xảy ra ở 1/3 bệnh nhân.
"Recurrent, acute anterior uveitis is common and usually responds to local therapy; less commonly it becomes protracted and severe enough to impair vision.",Thường gặp viêm màng bồ đào tái đi tái lại và đáp ứng với điều trị tại chỗ; đôi khi kháng trị và nặng gây giảm tầm nhìn.
