en,vi
Femoral pulses are checked and compared with brachial pulses.,Mạch bẹn được kiểm tra và so sánh với mạch quay.
It may occur over one or both parietal bones and occasionally over the occiput.,Nó có thể xảy ra trên một hoặc cả hai bên xương đỉnh và đôi khi ở vùng chẩm.
"The face is inspected for symmetry and normal development, particularly of the mandible, palate, pinnae, and external auditory canals.","Khuôn mặt được kiểm tra có đối xứng và phát triển bình thường, đặc biệt là hàm dưới, vòm miệng, vành tai, và ống tai ngoài."
"Basic measurements include length, weight, and head circumference (see also Growth Parameters in Neonates).","Các phép đo cơ bản bao gồm chiều dài, cân nặng, và chu vi vòng đầu (Xem thêm Các thông số tăng trưởng ở trẻ sơ sinh)."
"In term girls, the labia are prominent.","Ở trẻ gái, kiểm tra âm hộ là chủ yếu."
"These methods are typically accurate to ± 2 weeks; however, in the sick neonate these methods are less reliable.","Các phương pháp này thường chính xác với khoảng ± 2 tuần; tuy nhiên, ở trẻ sơ sinh bị bệnh, các phương pháp này ít đáng tin cậy hơ."
"The spine is inspected for signs of spina bifida, particularly exposure of the meninges, spinal cord, or both (meningomyelocele).","Cột sống được kiểm tra các dấu hiệu tật nứt đốt sống, đặc biệt là màng não, tuỷ sống, hoặc cả hai (Thoát vị màng não tuỷ)."
These maneuvers must be done when neonates are quiet.,Những động tác này phải được thực hiện khi trẻ sơ sinh nắm yên.
Some of the categories are subdivided into different forms.,Một sổ thể còn được phân loại tiếp thành các nhóm khác nhau.
"Symptoms and Signs Features of macrophage activation syndrome include high, nonremitting fever, hepatosplenomegaly, generalized lymphadenopathy, rash, hemorrhagic manifestations, central nervous system dysfunction (including seizures and coma), and shock.","Triệu chứng và Dấu hiệu Các đặc điểm của hội chứng kích hoạt đại thực bào bao gồm sốt cao, không đau, gan lách to, hạch to, phát ban, rối loạn chức năng hệ thần kinh trung ương (bao gồm co giật và hôn mê), và sốc."
Treatment No consensus exists regarding specific treatment.,Điều trị Không có sự đồng thuận tồn tại về điều trị cụ thể.
"Sometimes, JIA interferes with growth and development.","Đôi khi, JIA ảnh hướng tới sự tăng trưởng và phát triển."
It may occur in the other forms but is exceedingly rare in polyarticular RF-positive JIA and systemic JIA.,Nó có thể xảy ra ở các dạng khác nhưng cực kỳ hiếm gặp trong JIA thể đa khớp RF dương tinh và thể hệ thống.
Diagnosis of JIA is primarily clinical.,Chẩn đoán JIA chủ yếu là dựa vào lâm sàng.
The test for ANA should be done by immunofluorescence because other methods may result in false-negative results.,Xét nghiệm ANA nên được thực hiện bằng phương pháp miễn dịch huỳnh quang vì các phương pháp khác có thể cho kết quả âm tính giả.
Intra-articular corticosteroid injections can be given.,Có thể tiêm nội khớp.
Symptoms and Signs Symptoms and signs are often vague and inconsistent.,Triệu chứng và Dấu hiệu Triệu chứng cơ năng và thực thể thường mơ hồ và không nhất quán.
Urinalysis and urine culture and usually imaging tests are done.,Xét nghiệm nước tiểu và nuôi cấy nước tiểu và các xét nghiệm hình ảnh thường được thực hiện.
"Initial imaging is usually with ultrasonography, helical CT, or intravenous urography (IVU).","Hình ảnh ban đầu thường là siêu âm, CT xoắn ốc, hoặc chụp niệu đồ tĩnh mạch (IVU)."
"Diagnosis is with urinalysis, culture, and imaging tests.","Chẩn đoán dựa vào xét nghiệm tổng phân tích nước tiểu, cấy nước tiểu, và chẩn đoán hình ảnh."
CT imaging is done to detect calculi or other obstruction.,Chụp CT được thực hiện để phát hiện sỏi hoặc các tắc nghẽn khác.
Imaging shows an avascular mass with a variable degree of extension around the kidney.,Hình ảnh cho thấy một khối u vô mạch với một mức độ mở rộng khác nhau xung quanh thận.
Treatment is with antibiotics and correction of any structural disorders.,Điều trị bằng kháng sinh và sửa lại bất thường cấu trúc.
"Obtain an imaging study (ultrasonography, helical CT, or intravenous urography [IVU]).","Các phương tiện chẩn đoán hình ảnh (siêu âm, CT, hoặc UIV)."
Either problem can include nocturia.,Một trong hai vấn đề kể trên có thể gây tiểu đêm.
Volume status should be assessed.,Tình trạng thể tích dịch cơ thể nên được đánh giá.
Extremities should be examined for edema.,Khám đầu mặt để phát hiện phù.
Various protocols can be used in water deprivation tests.,Có nhiều hướng dẫn có thể được sử dụng để làm nghiệm pháp nhịn uống.
Each protocol has some limitations.,Mỗi hướng dẫn đều có một số hạn chế.
"Other measures, including rate of PSA increase, free-to-bound PSA ratio, and other markers, may be useful.","Các biện pháp khác, bao gồm tốc độ tăng PSA, tỷ lệ PSA tự do trên giới hạn và các dấu hiệu khác, có thể hữu ích."
Other testing Transrectal biopsy is usually done with ultrasound guidance (to minimize risk of infection) and is usually indicated only if there is suspicion of prostate cancer.,Kiểm tra khác Sinh thiết qua trực tràng thường được thực hiện với hướng dẫn siêu âm (để giảm thiểu nguy cơ nhiễm trùng) và thường chỉ được chỉ định nếu có nghi ngờ ung thư tuyến tiền liệt.
Transrectal ultrasonography is an accurate way to measure prostate volume.,Siêu âm qua trực tràng có thể là một cách chính xác để đo thể tích tuyến tiền liệt.
(This procedure should usually be done by a urologist.),(Thủ thuật này thường nên do một bác sĩ tiết niệu thực hiện.)
"Surgery Surgery is done when patients do not respond to drug therapy or develop complications such as recurrent urinary tract infection, urinary calculi, severe bladder dysfunction, or upper tract dilation.","Phẫu thuật Phẫu thuật được thực hiện khi bệnh nhân không đáp ứng với điều trị bằng thuốc hoặc tiến triển các biến chứng như nhiễm trùng đường niệu tái phát, sỏi tiết niệu, rối loạn chức năng bàng quang trầm trọng, hoặc giãn đường tiết niệu cao."
Diagnosis Measurement of postvoid residual volume Diagnosis is obvious in patients who cannot void.,Chẩn đoán Đo thể tích nước tiểu tồn dư sau khi đi tiểu Chẩn đoán khá rõ ràng ở những bệnh nhân không thể đi tiểu.
"It is available only as a 2% topical preparation, which is bactericidal against staphylococci and beta-hemolytic streptococci.","Nó chỉ có sẵn như là một chế phẩm chuẩn 2%, có tính diệt khuẩn chống lại tụ cầu và liên cầu beta Streptococci tan máu."
Pharmacokinetics Both drugs are well absorbed orally and are excreted in the urine.,Dược động học Cả hai loại thuốc đều hấp thu tốt bằng đường uống và được bài tiết qua nước tiểu.
Diagnosis is with enzyme-linked immunosorbent assay or reverse transcriptase-polymerase chain reaction (RT-PCR).,Chẩn đoán là với xét nghiệm miễn dịch hấp dẫn liên kết enzyme (ELISA) hoặc RT-PCR.
Diagnosis is by identification of the organism or antigen in stool.,Chẩn đoán xác định bằng định danh nguyên nhân gây bệnh hoặc kháng nguyên trong phân.
Several concentration techniques increase the yield.,Một số kỹ thuật tập trung bệnh phẩm làm tăng khả năng chẩn đoán.
Intestinal biopsy can demonstrate Cryptosporidium within epithelial cells.,Sinh thiết ruột có thể thấy Cryptosporidium trong tế bào biểu mô.
Special biosafety guidelines have been developed for handling clinical specimens.,Hướng dẫn an toàn sinh học đặc biệt xây dựng để xử lý các mẫu bệnh phẩm lâm sàng.
53 or No.,53 hoặc No.
"Nutritional status, anemia, and iron stores should be evaluated (see Diagnosis, Iron Deficiency Anemia).","Cần đánh giá tình trạng dinh dưỡng, tình trạng thiếu máu và dự trữ sắt (xem phần Chẩn đoán, thiếu máu do thiếu sắt)."
Diagnose by microscopic examination of stool.,Chẩn đoán bằng xét nghiệm phân.
"These spasmodic episodes usually occur when vowel sounds are being formed, particularly at the beginning of words.","Những giai đoạn co thắt thường xảy ra khi nguyên âm được hình thành, đặc biệt là ở đầu từ."
"In abductor spasmodic dysphonia, which is less common, sudden interruptions of sound caused by uncontrolled opening of the vocal cords are accompanied by an audible escape of air during connected speech.","Trong khó phát âm do co thắt cơ giạng, ít phổ biến hơn, tình trạng gián đoạn âm thanh đột ngột do dây thanh âm mở không kiểm soát bị đi kèm với tình trạng thoát ra âm thanh của không khí trong lời nói tiếp nối."
(See also Overview of Laryngeal Disorders.),(Xem thêm Tổng quan về bất thường van tim.)
It commonly occurs after immobilization of the limb to treat the initial injury.,Nó thường xảy ra sau khi bất động của chi để điều trị chấn thương ban đầu.
Pain often causes patients to limit use of an extremity.,Đau thường làm bệnh nhân hạn chế vận động một chi.
"Range of motion is often limited, sometimes leading to joint contractures.","Phạm vi vận động thường bị giới hạn, đôi khi dẫn đến cứng khớp."
The Budapest criteria have four categories.,Tiêu chuẩn Budapest được chia thành bốn loại.
Diagnosis reference 1.,Tài liệu tham khảo chẩn đoán 1.
"It includes drugs, physical therapy, sympathetic blockade, psychologic treatments, and neuromodulation.","Bao gồm các loại thuốc, vật lý trị liệu, phong bế thần kinh giao cảm, điều trị tâm lý, và điều biến thần kinh."
(See also Overview of Pain.),(Xem thêm Tổng quan về đau.)
"The goals of physical therapy include desensitization, strengthening, increased range of motion, and vocational rehabilitation.","Các mục tiêu của vật lý trị liệu bao gồm giải mẫn cảm, tăng cường sức mạnh, tăng phạm vi chuyển động và phục hồi chức năng nghề nghiệp."
This exercise tricks the brain into thinking that the affected or absent limb is moving without pain.,Bài tập này đánh lừa não bộ nghĩ rằng chi bị ảnh hưởng hoặc không có chân đang di chuyển mà không đau.
These guidelines aim to help health care practitioners effectively treat patients with complex regional pain syndrome and improve their ability to function.,Những hướng dẫn này nhằm giúp các bác sĩ điều trị hiệu quả cho những bệnh nhân mắc hội chứng đau vùng phức tạp và cải thiện khả năng hoạt động của họ.
Sensory stimuli are further processed in association areas that relate to one or more senses.,Kích thích cảm giác được xử lý tiếp trong các vùng liên hợp có liên quan đến một hoặc nhiều giác quan.
Heteromodal association areas are not restricted to any single motor or sensory function but receive convergent information from multiple sensory and motor areas of the brain.,Các vùng liên hợp đa thức không bị giới hạn bởi bất kỳ chức năng vận động hoặc cảm giác đơn thuần nào mà nhận được thông tin tập hợp từ nhiều vùng cảm giác và vận động của não.
"This integration facilitates learning and creates thought, expression, and behavior.","Sự phiên giải này tạo thuận cho học tập và tư duy, cách diễn đạt và hành vi."
They are essential for planning and executing learned and purposeful behaviors; they are also the site of many inhibitory functions.,"Chúng rất cần thiết cho việc lên kế hoạch, thực hiện việc học và hành vi có mục đích; chúng cũng là nơi có nhiều chức năng ức chế."
"Although specific functions are attributed to each lobe, most activities require coordination of multiple areas in both hemispheres.","Mặc dù các chức năng cụ thể được quy định cho mỗi thuỳ, nhưng hầu hết các hoạt động đều đòi hỏi sự phối hợp của nhiều vùng trong cả hai bán cầu."
Lesions in this area cause expressive aphasia (impaired expression of words).,Tổn thương vùng này gây ra thất ngôn (suy giảm khả năng biểu đạt từ ngữ).
The dorsolateral frontal cortex (sometimes called the dorsolateral prefrontal area) manipulates very recently acquired information—a function called working memory.,Vỏ não trán lưng bên (đôi khi được gọi là vùng trước trán lưng bên) điều khiển các thông tin mới thu được - hay còn được gọi là trí nhớ ngắn hạn.
These areas also mediate proprioception (awareness of the position of body parts in space).,Những vùng này cũng đóng vai trò trung gian cho cảm giác bản thể (nhận thức về vị trí của các bộ phận cơ thể trong không gian).
"Parts of the midparietal lobe of the dominant hemisphere are involved in abilities such as calculation, writing, left-right orientation, and finger recognition.","Các phần của thuỳ đỉnh giữa của bán cầu ưu thế có liên quan đến các khả năng như tính toán, viết, định hướng trái phải và nhận biết ngón tay."
"Patients with right temporal lobe lesions commonly lose the ability to interpret nonverbal auditory stimuli (eg, music).",Bệnh nhân bị tổn thương thuỳ thái dương phải thường mất khả năng hiểu được các kích thích âm thanh không phải lời nói (ví dụ: âm nhạc).
"It plays a role in certain language functions, as evidenced by aphasia in patients with some insular lesions.","Nó đóng vai trò trong các chức năng ngôn ngữ nhất định, được chứng minh bằng triệu chứng thất ngôn ở những bệnh nhân có tổn thương thuỳ đảo."
The insula processes aspects of pain and temperature sensation and possibly taste.,"Thuỳ đảo xử lý cảm giác đau, nhiệt và có thể cả vị giác."
Pathophysiology of Cerebral Dysfunction Cerebral dysfunction may be focal or global.,Sinh lý bệnh của rối loạn chức năng não Rối loạn chức năng não có thể là cục bộ hoặc toàn bộ.
Focal and global processes can manifest as deficits or become foci for seizure activity.,Các quá trình cục bộ và toàn bộ có thể biểu hiện như các thiếu sót hoặc trở thành ổ hoạt động động kinh.
Certain complex functions involve both hemispheres but are directed predominantly by one (cerebral dominance).,"Một số chức năng phức tạp nhất định liên quan đến cả hai bán cầu não, nhưng chủ yếu vẫn là do một bán cầu (bán cầu não) chi phối."
"Diagnosis of Cerebral Dysfunction Clinical evaluation Often neuropsychologic testing In general, diagnosis of cerebral dysfunction is clinical, often assisted by neuropsychologic testing.","Chẩn đoán rối loạn chức năng não Đánh giá lâm sàng Các bài kiểm tra thần kinh - tâm lý Nói chung, chẩn đoán rối loạn chức năng não là một chẩn đoán lâm sàng, thường được hỗ trợ bởi test thần kinh tâm lý."
This standardized testing provides information about the brain's structural and functional integrity.,Kiểm tra theo tiêu chuẩn này cung cấp thông tin về tính toàn vẹn trong cấu trúc và chức năng của não.
"For example, the left hemisphere is typically dominant for language, and the right is dominant for spatial attention.","Ví dụ, bán cầu trái thường chiếm ưu thế về ngôn ngữ, và bàn cầu phải chiếm ưu thế đối với sự định hướng không gian."
"It evaluates intelligence, executive function (eg, planning, abstraction, conceptualization), attention, memory, language, perception, sensorimotor functions, motivation, mood and emotion, quality of life, and personality.","Nó đánh giá trí thông minh, chức năng điều hành (ví dụ: lập kế hoạch, trừu tượng hoá, hình thành khái niệm), sự chú ý, trí nhớ, ngôn ngữ, nhận thức, chức năng giác quan-vận động, động lực, tâm trạng và cảm xúc, chất lượng cuộc sống và tính cách."
Blood cell morphology is variable.,Hình thái tế bào máu biến đổi.
Several prognostic scoring systems are available to predict survival.,Có một số hệ thống đánh giá tiên lượng để dự đoán thời gian sống còn.
"Validated symptom assessment tools (eg, Myelofibrosis Symptom Assessment Form) are also available for patients with myelofibrosis and can be useful to monitor therapeutic responses.",Các công cụ đánh giá triệu chứng đã được kiểm chứng (ví dụ: Phiếu đánh giá triệu chứng xơ hoá tuỷ) cũng có sẵn cho bệnh nhân bị xơ hoá tuỷ và có thể hữu ích để theo dõi các đáp ứng điều trị.
Some patients can be observed without treatment.,Một số bệnh nhân chỉ cần theo dõi mà không cần điều trị.
"Diagnose with blood count, examination of peripheral blood smear and bone marrow, and molecular testing for JAK2, MPL, and / or CALR mutations.","Chẩn đoán bằng xét nghiệm công thức máu, tiêu bản máu ngoại vi và tuỷ xương ngoại vi, xét nghiệm sinh học phân tử cho JAK2, MPL, và / hoặc CALR đột biến."
"Testing Tests include imaging tests, biomarkers, and biopsies; one or more of which may be indicated in patients with a suggestive history or physical or laboratory findings.","Xét nghiệm Các xét nghiệm bao gồm chẩn đoán bằng hình ảnh, các chất chỉ điểm u và sinh thiết; ít nhất một hoặc nhiều trong số xét nghiệm có thể được chỉ định ở những bệnh nhân có tiền sử nghi ngờ hoặc các phát hiện thực thể hoặc xét nghiệm."
Biomarkers may offer corroborating evidence in patients with findings suggestive of a specific cancer (see Tumor Immunodiagnosis).,Chất chỉ điểm u có thể cung cấp bằng chứng xác thực ở những bệnh nhân có kết quả gợi ý về một loại ung thư cụ thể (xem Chẩn đoán miễn dịch khối u).
"Most are not used as routine screening tests, except in high-risk patients.",Hầu hết các chất chỉ điểm u này không được chỉ định như xét nghiệm sàng lọc thường quy trừ ở bệnh nhân có nguy cơ cao.
Sometimes an open biopsy is needed.,Đôi khi cần phải sinh thiết niêm mạc.
Grading is a histologic measure of cancer aggressiveness and provides important prognostic information.,Độ mô học là đánh giá mức độ phát triển của ung thư và cung cấp thông tin tiên lượng quan trọng.
"Grade is based on the morphologic appearance of cancer cells, including the appearance of the nuclei, cytoplasm, and nucleoli; frequency of mitoses; and amount of necrosis.","Độ mô học được đánh giá chủ yếu dựa trên hình thái của các tế bào u, bao gồm sự xuất hiện của nhân, tế bào chất và nhân con; tần số phân bào và số lượng hoại tử."
"For many cancers, grading scales have been developed.","Trong nhiều loại ung thư, các thang điểm độ mô học đã được xây dựng."
"Imaging tests Imaging tests, especially CT, PET, and MRI, can detect metastases to brain, lungs, or abdomen, including the adrenal glands, retroperitoneal lymph nodes, liver, and spleen.","Phương pháp chẩn đoán hình ảnh Các xét nghiệm chẩn đoán hình ảnh, đặc biệt là CT, PET và MRI, có thể phát hiện di căn đến não, phổi hoặc bụng, bao gồm tuyến thượng thận, các hạch bạch huyết sau phúc mạc, gan và lá lách."
Invasive tests Mediastinoscopy is especially valuable in the staging of non-small cell lung cancer.,Xét nghiệm xâm lấn Nội soi trung thất đặc biệt có giá trị trong đánh giá giai đoạn của ung thư phổi không phải tế bào nhỏ.
The dermatopathologic term for this process is spongiotic dermatitis or eczematous dermatitis.,Thuật ngữ bệnh học da liễu cho quá trình này là viêm da xốp hoá hoặc viêm da chàm.
These include Patch testing Biopsy Scrapings Examination by Wood light Tzanck testing Diascopy (See also Evaluation of the Dermatologic Patient.),Bao gồm Test áp Sinh thiết Cạo da Khám dưới đèn Wood Test tế bào Tzanck khám da bằng phiến kính (Xem thêm Đánh giá bệnh nhân da liễu.)
The scrapings are transferred to a slide and stained with Wright stain or Giemsa stain.,Mẫu bệnh phẩm được chuyển sang một lam kính và nhuộm Wright hoặc nhuộm Giemsa.
Diascopy Diascopy is used to determine whether erythema in a lesion is due to blood within superficial vessels (inflammatory or vascular lesions) or is due to hemorrhage (petechiae or purpura).,khám da bằng phiến kính Phương pháp ấn kính được sử dụng để xác định xem tổn thương ban đỏ ở da là do máu trong các mạch máu nông (viêm hoặc tổn thương mạch) hoặc do xuất huyết.
A microscope slide is pressed against a lesion (diascopy) to see whether it blanches.,Một lam kính được ép trên tổn thương (diascopy) để xem nó có mất màu hay không.
Scrapings Skin scrapings help diagnose fungal infections and scabies.,Cạo da Cạo vẩy da giúp chẩn đoán nhiễm nấm và ghẻ.
Step-by-Step Description of Anoscopy Pull the buttocks apart and visually inspect the external area.,Mô tả từng bước về nội soi hậu môn Kéo mông ra và kiểm tra trực quan vùng bên ngoài.
"Aftercare for Anoscopy Although no particular aftercare is needed, tell patients to contact their physician immediately if there is significant bleeding or pain after the procedure.","Chăm sóc sau thủ thuật soi hậu môn Mặc dù không cần chăm sóc đặc biệt, nhưng hãy nói với bệnh nhân liên hệ với bác sĩ ngay lập tức nếu có chảy máu hoặc đau sau khi làm thủ thuật."
Warnings and Common Errors for Anoscopy Do not biopsy a hemorrhoid or any vascular tissue.,Cảnh báo và lỗi phổ biến khi soi hậu môn Không sinh thiết một búi trĩ hoặc bất kỳ mô mạch máu nào.
Additional Considerations for Anoscopy No bowel prep is needed for anoscopy.,Các cân nhắc bổ sung khi soi hậu môn Không cần chuẩn bị ruột để soi hậu môn.
Positioning for Anoscopy Place the patient in the left lateral decubitus position with knees flexed toward the chest.,Tư thế khi soi hậu môn Đặt bệnh nhân ở tư thế nằm nghiêng bên trái với đầu gối cong về phía ngực.
Relevant Anatomy for Anoscopy The anal canal is about 3 to 5 cm long and connects the distal rectum to the outside.,Giải phẫu liên quan đến soi hậu môn Ống hậu môn dài khoảng 3 đến 5 cm và kết nối trực tràng đầu xa với bên ngoài.
"Evaluation typically is that of dysphagia (see Dysphagia), beginning with a barium esophagram or upper GI endoscopy (with or without endoscopic ultrasonography).","Đánh giá thường là chứng khó nuốt (xem Chứng khó nuốt), bắt đầu bằng chụp X-quang thực quản có bari hoặc nội soi đường tiêu hoá trên (có hoặc không có siêu âm nội soi)."
The yield of testing is about 60% when task force criteria are met.,Hiệu suất thử nghiệm là khoảng 60% khi đáp ứng các tiêu chuẩn của lực lượng đặc nhiệm.
"Diagnosis includes ECG, cardiac imaging, and consensus criteria.","Chẩn đoán bao gồm điện tâm đồ, chẩn đoán hình ảnh tim và các tiêu chuẩn đồng thuận."
"Diagnosis is based on consensus criteria involving clinical and electrocardiographic factors, cardiac imaging, and genetic testing.","Chẩn đoán dựa trên các tiêu chuẩn đồng thuận liên quan đến các yếu tố lâm sàng và điện tâm đồ, chẩn đoán hình ảnh tim và xét nghiệm di truyền."
"The desmosomal proteins that may be affected include plakophilin, desmoplakin, and desmoglein.","Các protein thể liên kết có thể bị ảnh hưởng bao gồm plakophilin, desmoplakin và desmoglein."
Events are typically triggered by emotional or physical stress.,Các biến cố thường được kích hoạt khởi phát bởi căng thẳng về cảm xúc hoặc thể chất.
Resting ECG is normal.,ECG lúc nghỉ ngơi là bình thường.
Genetic testing should then be done; it has a yield of approximately 50%.,Sau đó nên thực hiện xét nghiệm di truyền; nó có năng suất xấp xỉ 50%.
Diagnosis is by exercise testing.,Chẩn đoán bằng nghiệm pháp gắng sức.
Reconstruction often uses a combination of myocutaneous flaps and prosthetic materials.,Tái thiết thường sử dụng một sự kết hợp của vạt da và các chất liệu lắp bộ phận giả.
"Diagnose chest wall tumors with imaging, followed by biopsy.","Chẩn đoán u khối ngực bằng chẩn đoán hình ảnh, tiếp theo là sinh thiết."
"Bone tumors include osteosarcoma and small-cell malignant tumors (eg, Ewing sarcoma, Askin tumor).","Các khối u xương bao gồm sác côm xương và khối u ác tính tế bào nhỏ (ví dụ, khối u Ewing, khối u Askin)."
"The most common soft-tissue primary malignant tumors are fibrosarcomas (desmoids, neurofibrosarcomas) and malignant fibrous histiocytomas.","Các khối u ác tính chính ở mô mềm phổ biến nhất là các khối u xơ (U xơ, U xơ thần kinh ác tính) và U mô bào xơ ác tính."
"Signs of moderate to severe tricuspid regurgitation include jugular venous distention, with a prominent merged c-v wave and a steep y descent, and sometimes enlarged liver and peripheral edema.","Các dấu hiệu của hở van bá lá từ vừa đến nặng bao gồm tĩnh mạch cổ nổi với sóng c-v nổi rõ, sóng y dốc, đôi khi có biểu hiện gan to và phù ngoại biên."
"The murmur may be high-pitched if TR is trivial and due to pulmonary hypertension, or it may be medium-pitched if TR is severe and has other causes.","Tiếng thổi có thể có âm sắc cao nếu hở van ba lá nặng và do tăng áp lực động mạch phổi, hoặc có thể có âm sắc vừa nếu hở van ba lá nặng và do các nguyên nhân khác."
Diagnosis of Tricuspid Regurgitation Echocardiography Mild tricuspid regurgitation is most often detected on echocardiography done for other reasons.,Chẩn đoán hở van ba lá Siêu âm tim Hở van ba lá nhẹ thường được phát hiện trên siêu âm tim tiến hành vì những lý do khác.
Confirmation is by echocardiography.,Chẩn đoán xác định bằng siêu âm tim.
Two-dimensional echocardiography detects the structural abnormalities present in primary TR.,Siêu âm tim 2D giúp phát hiện các dị tật cấu trúc có trong hở ba lá nguyên phát.
"Given this, patients are commonly referred late for surgery.","Vì điều này, bệnh nhân thường được gửi đến muộn khi phẫu thuật."
Medical therapy with loop diuretics can relieve congestion.,Liệu pháp thuốc bằng thuốc lợi tiểu quai có thể làm giảm sung huyết.
"TR is usually benign and does not require treatment, but some patients require annuloplasty or valve repair or replacement.","Hở van ba lá thường lành tính và không cần điều trị, nhưng một số bệnh nhân cần được phẫu thuật tạo hình van, sửa van hoặc thay van."
This will fill an unmet need and allow a lower risk percutaneous repair much earlier in the natural history of severe TR.,Điều này sẽ đáp ứng nhu cầu chưa được đáp ứng và cho phép sửa chữa nguy cơ qua da sớm hơn trong diễn biến tự nhiên của TR nặng.
"TR is usually well tolerated, but severe cases may require annuloplasty, valve repair, or valve replacement.","Các triệu chứng hở ba lá thường dung nạp tốt, nhưng các trường hợp hở nặng có thể cần phẫu thuật sửa hoặc thay van."
"All normal P waves are followed by QRS complexes, but the PR interval is longer than normal (> 0.2 second).","Tất cả các sóng P bình thường sau đó là các phức hợp QRS, nhưng khoảng PR dài hơn bình thường (> 0,2 giây)."
The most common cause is idiopathic fibrosis and sclerosis of the conduction system.,Nguyên nhân phổ biến nhất là sự xơ hoá và thoái hoá tự nhiên của đường dẫn truyền.
The underlying rhythm here is a junctional escape rhythm with narrow QRS complexes and a rate of approximately 65 beats / minute.,Nhịp nền ở đây là nhịp thoát bộ nối với các phức bộ QRS hẹp và tốc độ khoảng 65 lần / phút.
First - and second-degree blocks are partial and third-degree block is complete.,Block cấp 1 và cấp 2 là block một phần và block cấp 3 là block hoàn toàn.
Third degree blocks are complete.,Block nhĩ thất độ III là block hoàn toàn.
Diagnosis is by electrocardiography (ECG) and serologic markers.,Chẩn đoán bằng điện tâm đồ (ECG) và các chất chỉ điểm huyết thanh học.
"Table Coronary angiography Coronary angiography most often combines diagnosis with percutaneous coronary intervention (PCI—ie, angioplasty, stent placement).","Bảng Chụp động mạch vành Chụp động mạch vành thường kết hợp chẩn đoán với can thiệp mạch vành (PCI – nghĩa là nong mạch, đặt stent)."
Treatment occurs simultaneously with diagnosis.,Điều trị đồng thời với chẩn đoán.
"Choice of drug therapy is discussed in Drugs for Acute Coronary Syndrome, and choice of reperfusion strategy is further discussed in Revascularization for Acute Coronary Syndromes.",Lựa chọn điều trị bằng thuốc được thảo luận trong Thuốc điều trị hội chứng mạch vành cấp tính và lựa chọn chiến lược tái tưới máu được thảo luận thêm trong Tái thông mạch máu trong hội chứng mạch vành cấp tính.
All staff members should know how to do CPR (cardiopulmonary resuscitation).,Tất cả nhân viên phải biết cách làm CPR (hồi sức tim phổi).
Walking to the bathroom and doing nonstressful paperwork are allowed shortly thereafter.,Đi bộ vào phòng tắm và làm các thủ tục giấy tờ không bị căng thẳng sẽ được cho phép ngay sau đó.
"Diagnosis is based on serial ECG and cardiac marker levels, particularly using new, highly sensitive troponin T tests.","Chẩn đoán dựa trên ECG nối tiếp nhau và các điểm đánh dấu tim (men tim), đặc biệt là sử dụng các test troponin T mới có độ nhạy cao."
It is termed ischemic cardiomyopathy if low cardiac output and heart failure persist.,Nó được gọi là bệnh cơ tim thiếu máu nếu cung lượng tim thất và suy tim dai dẳng.
Myocardial infarction (MI) Myocardial infarction is myocardial necrosis resulting from abrupt reduction in coronary blood flow to part of the myocardium.,Nhồi máu cơ tim (MI) Nhồi máu cơ tim là hoại tử cơ tim do giảm đột ngột lưu lượng máu động mạch vành đến phần cơ tim mạch máu đó chi phối.
Infarction may be Transmural: Transmural infarcts involve the whole thickness of myocardium from epicardium to endocardium and are usually characterized by abnormal Q waves on ECG.,Nhồi máu có thể là Xuyên thành: Nhồi máu xuyên thành bao gồm toàn bộ chiều dày của cơ tim từ màng ngoài tim và nội mạc tử cung thường có đặc trưng bởi sóng Q bất thường trên ECG.
"Complications After the acute event, many complications can occur.","Các biến chứng Sau nhồi máu cấp, nhiều biến chứng có thể xảy ra."
"(For approach to diagnosis, see also Chest Pain.)","(Đối với cách tiếp cận chẩn đoán, xem thêm Tức ngực.)"
"ECG ECG is the most important test and should be done as soon as possible (eg, within 10 minutes of presentation).",ECG Điện tâm đồ là kiểm tra quan trọng nhất và nên được thực hiện càng sớm càng tốt (ví dụ: trong vòng 10 phút sau khi nhập viện).
"In these patients, MRI shows osteitis or early erosions.","Ở những bệnh nhân này, MRI cho thấy viêm xương hoặc bào mòn sớm."
Diagnosis can be done using ASAS imaging or clinical criteria.,Có thể chẩn đoán bằng triệu chứng hình ảnh theo ASAS hoặc các tiêu chuẩn lâm sàng.
"MRI shows early inflammatory changes, bone marrow edema on T2-weighted images with fatty changes, and subtle structural abnormalities.","Chụp MRI cho thấy những thay đổi sớm do viêm, phù tuỷ xương trên T2W với những thay đổi về mỡ và những bất thường về cấu trúc khó phát hiện."
This radiographic finding does not require treatment.,Dấu hiệu trên X-quang này không cần điều trị.
"Diagnosis is by clinical findings and abnormalities on muscle tests, which may include creatine kinase test, MRI, electromyography, and muscle biopsy.","Chẩn đoán dựa trên các triệu chứng lâm sàng và các bất thường về xét nghiệm về cơ bao gồm xét nghiệm creatine kinase, chụp MRI, điện cơ và sinh thiết cơ."
"Skin changes, which occur in dermatomyositis, tend to be dusky and erythematous.","Thay đổi da, ở bệnh viêm da cơ, bao gồm các ban sẫm màu và hồng ban."
"Characteristic skin changes can occur in the absence of muscle disease, in which case the disease is called amyopathic dermatomyositis.","Những thay đổi đặc trưng của da có thể xảy ra trong trường hợp không có bệnh về cơ, trong trường hợp đó, bệnh được gọi là viêm da cơ không di căn."
